melbourne_housing
Suburb,Rooms,Type,Price,SellerG,Date,Postcode,Bathroom,Landsize,BuildingArea,Lattitude,Longtitude
Heidelberg West,4,h,820000,Fletchers,27/11/2016,3081,2,608,,-37.7437,145.0402
Heidelberg West,2,h,725000,Haughton,27/11/2016,3081,1,632,77,-37.7443,145.0462
Heidelberg West,2,h,705000,Miles,27/11/2016,3081,1,583,,-37.7352,145.0449
Heidelberg West,3,h,710000,Haughton,27/11/2016,3081,2,1,,-37.7411,145.0394
Heidelberg West,2,h,415000,Ray,28/05/2016,3081,1,422,,-37.7343,145.044
Heidelberg West,3,h,392000,Barry,28/05/2016,3081,1,372,,-37.7383,145.0414
Heidelberg West,3,h,961000,Nelson,28/05/2016,3081,1,1179,,-37.7411,145.0468
Heidelberg West,3,h,507000,Nelson,28/05/2016,3081,1,536,,-37.7403,145.0365
Heidelberg West,3,h,465000,Ray,28/08/2016,3081,1,413,85,-37.7399,145.0369
Heidelberg West,3,h,675000,Ray,28/08/2016,3081,1,665,,-37.739,145.0451
Hughesdale,2,h,1550000,Woodards,3/9/2016,3166,1,732,97,-37.8931,145.0791
Hughesdale,2,u,516000,Ray,3/9/2016,3166,1,0,76,-37.8967,145.0858
Hughesdale,3,h,1340000,Ray,3/12/2016,3166,1,705,128,-37.8994,145.0816
Hughesdale,3,u,855000,Ray,4/3/2017,3166,1,0,,-37.8909,145.0807
Hughesdale,3,h,1316000,Ray,6/8/2016,3166,1,715,126,-37.9072,145.0762
Hughesdale,3,t,828000,Ray,7/5/2016,3166,2,206,118,-37.8966,145.0863
Hughesdale,3,h,1055000,Woodards,8/10/2016,3166,1,562,97,-37.9022,145.0811
Hughesdale,2,u,623000,Ray,10/9/2016,3166,1,101,90,-37.8988,145.0781
Hughesdale,4,h,2120000,Woodards,10/9/2016,3166,2,847,315,-37.8927,145.0781
Hughesdale,4,h,1745000,Woodards,10/12/2016,3166,2,547,185,-37.9002,145.0768
Hughesdale,4,h,1700000,Ray,12/11/2016,3166,2,545,180,-37.9002,145.0773
Hughesdale,2,u,420000,Woodards,12/11/2016,3166,1,0,70,-37.9008,145.0859
Hughesdale,2,u,375500,Gary,12/11/2016,3166,1,0,,-37.8934,145.0853
Hughesdale,3,h,1350000,Buxton,12/11/2016,3166,1,698,,-37.8982,145.0806
Hughesdale,4,h,900000,Ray,13/08/2016,3166,1,369,,-37.9054,145.0857
Hughesdale,2,h,1262000,Woodards,15/10/2016,3166,1,546,,-37.9003,145.0777
Hughesdale,4,h,1337000,Ray,15/10/2016,3166,1,696,100,-37.8991,145.0804
Hughesdale,2,u,455000,Fletchers,16/04/2016,3166,1,0,60,-37.8942,145.0867
Hughesdale,2,u,400000,Ray,17/09/2016,3166,1,100,88,-37.8945,145.0876
Hughesdale,2,u,648000,Ray,18/06/2016,3166,1,0,,-37.9014,145.0824
Hughesdale,3,h,1210000,Ray,22/08/2016,3166,1,730,122,-37.9034,145.0796
Hughesdale,4,h,1167500,Buxton,26/07/2016,3166,2,678,184,-37.898,145.0815
Hughesdale,3,t,900000,Buxton,26/07/2016,3166,2,360,154,-37.8937,145.0779
Hughesdale,4,h,1322000,Woodards,28/08/2016,3166,2,738,,-37.8996,145.076
Hughesdale,2,h,677500,hockingstuart,30/07/2016,3166,1,575,83,-37.9084,145.0775
Ivanhoe,2,u,480000,Miles,3/9/2016,3079,1,0,,-37.77,145.0472
Ivanhoe,2,u,430000,Miles,3/12/2016,3079,1,0,,-37.7662,145.0516
Ivanhoe,1,u,460000,Miles,3/12/2016,3079,1,75,,-37.7759,145.043
Ivanhoe,4,h,1601000,Nelson,3/12/2016,3079,3,610,,-37.7662,145.04
Ivanhoe,4,h,2265000,Miles,4/3/2017,3079,2,925,208,-37.7652,145.041
Ivanhoe,3,h,1680000,Miles,4/3/2017,3079,2,665,,-37.7714,145.0455
Ivanhoe,2,u,440000,Miles,4/3/2017,3079,1,0,,-37.7711,145.047
Ivanhoe,4,h,2350000,Nelson,4/3/2017,3079,2,638,,-37.7641,145.0501
Ivanhoe,3,t,962000,Miles,4/3/2017,3079,2,108,,-37.7668,145.0434
Ivanhoe,3,h,981000,Nelson,4/6/2016,3079,3,626,378,-37.76,145.0326
Ivanhoe,4,h,2400000,Jellis,4/6/2016,3079,2,1252,201,-37.7727,145.0484
Ivanhoe,3,t,890000,Nelson,4/6/2016,3079,2,249,140,-37.766,145.0345
Ivanhoe,2,u,490000,Miles,7/5/2016,3079,1,0,,-37.7669,145.0505
Ivanhoe,2,u,739000,Miles,7/5/2016,3079,1,648,91,-37.7702,145.0493
Ivanhoe,3,h,1340000,Miles,7/5/2016,3079,1,571,,-37.7614,145.0433
Ivanhoe,3,h,785000,Miles,7/11/2016,3079,2,399,110,-37.7551,145.05
Ivanhoe,3,h,1155000,Nelson,7/11/2016,3079,1,537,170,-37.7773,145.0379
Ivanhoe,4,h,1300000,Nelson,7/11/2016,3079,1,586,,-37.7726,145.0396
Ivanhoe,2,h,1020000,Buckingham,10/9/2016,3079,1,557,78,-37.7568,145.0355
Ivanhoe,3,h,1796000,Miles,10/9/2016,3079,1,614,,-37.7768,145.0409
Ivanhoe,2,h,790000,Haughton,10/9/2016,3079,1,221,,-37.7654,145.036
Ivanhoe,3,h,1465000,William,10/9/2016,3079,1,630,126,-37.7635,145.039
Ivanhoe,3,t,855000,Woodards,10/12/2016,3079,2,0,130,-37.765,145.0422
Ivanhoe,2,u,705000,Miles,10/12/2016,3079,1,94,,-37.7679,145.0452
Ivanhoe,2,u,504000,Barry,10/12/2016,3079,1,0,,-37.7712,145.0455
Ivanhoe,1,u,413000,Nelson,10/12/2016,3079,1,845,59,-37.7591,145.0501
Ivanhoe,3,t,1010000,Miles,10/12/2016,3079,2,314,,-37.7554,145.0516
Ivanhoe,3,h,1220000,Ray,11/2/2017,3079,1,687,110,-37.7634,145.0361
Ivanhoe,3,h,1605000,Nelson,12/11/2016,3079,2,608,165,-37.7702,145.0398
Ivanhoe,2,u,587000,Miles,12/11/2016,3079,1,721,78,-37.7634,145.0406
Ivanhoe,2,u,475000,Miles,12/11/2016,3079,1,0,,-37.7707,145.0471
Ivanhoe,3,h,1075000,Barry,14/05/2016,3079,1,677,,-37.7616,145.0322
Ivanhoe,2,u,465000,Barry,14/05/2016,3079,1,795,,-37.7744,145.0415
Ivanhoe,2,t,610000,Miles,15/10/2016,3079,1,277,,-37.7577,145.0358
Ivanhoe,2,u,690000,Barry,15/10/2016,3079,1,103,83,-37.7671,145.0408
Ivanhoe,3,h,1535000,Miles,15/10/2016,3079,1,691,140,-37.7674,145.0392
Ivanhoe,4,h,1470000,Miles,15/10/2016,3079,2,694,217,-37.7565,145.0506
Ivanhoe,3,h,1486000,Nelson,15/10/2016,3079,1,645,158,-37.7634,145.0439
Ivanhoe,1,u,420000,Miles,16/04/2016,3079,1,55,,-37.7772,145.0414
Ivanhoe,3,t,750000,Barry,16/04/2016,3079,1,110,,-37.765,145.0407
Ivanhoe,2,u,460000,Fletchers,16/04/2016,3079,0,0,,-37.7662,145.0516
Ivanhoe,4,h,1615000,Miles,16/07/2016,3079,2,758,,-37.7668,145.038
Ivanhoe,5,h,1730000,Nelson,17/09/2016,3079,2,689,292,-37.7591,145.04
Ivanhoe,2,t,779000,Miles,17/09/2016,3079,1,152,,-37.7635,145.0464
Ivanhoe,3,h,1850000,Miles,18/03/2017,3079,2,684,232,-37.7659,145.0392
Ivanhoe,2,h,1910000,Nelson,18/03/2017,3079,1,760,,-37.7784,145.0394
Ivanhoe,5,h,2600000,Miles,18/06/2016,3079,3,1006,411,-37.7765,145.0427
Ivanhoe,2,u,500000,Ray,19/11/2016,3079,1,71,70,-37.7634,145.0406
Ivanhoe,3,h,950000,Miles,19/11/2016,3079,3,290,,-37.7601,145.0363
Ivanhoe,2,u,450000,Miles,19/11/2016,3079,1,0,,-37.759,145.047
Ivanhoe,3,h,1102000,Nelson,22/05/2016,3079,1,597,115,-37.7645,145.0314
Ivanhoe,3,h,1275000,Nelson,22/05/2016,3079,2,834,169,-37.7587,145.0426
Ivanhoe,3,h,1065000,Miles,22/05/2016,3079,1,596,,-37.7581,145.0371
Ivanhoe,2,t,785000,Jellis,22/08/2016,3079,2,124,135,-37.7618,145.0287
Ivanhoe,3,h,1223500,Nelson,22/08/2016,3079,2,721,136,-37.758,145.0408
Ivanhoe,2,u,845000,Miles,22/08/2016,3079,2,147,,-37.7679,145.0467
Ivanhoe,4,h,1720000,Barry,22/08/2016,3079,2,631,233,-37.7771,145.0448
Ivanhoe,3,h,1225000,Miles,23/04/2016,3079,1,572,130,-37.7709,145.0425
Ivanhoe,2,u,630000,RT,24/09/2016,3079,1,199,,-37.7666,145.0356
Ivanhoe,4,h,1460000,Miles,24/09/2016,3079,1,605,181,-37.7707,145.0467
Ivanhoe,1,u,421000,Nelson,24/09/2016,3079,1,0,58,-37.7753,145.0419
Ivanhoe,4,h,2090000,Miles,25/02/2017,3079,3,608,315,-37.7705,145.0396
Ivanhoe,4,h,1758000,Miles,25/02/2017,3079,2,650,,-37.7607,145.0456
Ivanhoe,3,t,700000,Barry,27/06/2016,3079,2,189,110,-37.7661,145.0354
Ivanhoe,5,h,1420000,Domain,27/11/2016,3079,3,455,,-37.7653,145.0392
Ivanhoe,3,t,550000,Barry,27/11/2016,3079,1,139,,-37.757,145.0382
Ivanhoe,4,h,2595000,Miles,28/05/2016,3079,3,719,407,-37.7815,145.0403
Ivanhoe,2,t,710000,Nelson,28/08/2016,3079,1,134,120,-37.7582,145.034
Ivanhoe,3,u,650000,Barry,28/08/2016,3079,2,0,96,-37.7694,145.0406
Ivanhoe,1,u,385000,hockingstuart,30/07/2016,3079,1,0,,-37.7638,145.0458
Kealba,4,h,740000,Barry,3/12/2016,3021,2,558,,-37.7311,144.8257
Kealba,4,h,500000,hockingstuart,6/8/2016,3021,2,579,,-37.7359,144.8251
Kealba,3,h,365000,Brad,7/5/2016,3021,1,543,,-37.7367,144.824
Kealba,4,h,570000,YPA,10/9/2016,3021,2,558,,-37.7369,144.8252
Kealba,3,h,515000,Sweeney,10/12/2016,3021,1,597,114,-37.7392,144.8241
Kealba,4,h,1095000,Sweeney,15/10/2016,3021,3,654,414,-37.7392,144.8299
Kealba,3,h,582000,Brad,16/07/2016,3021,2,530,186,-37.7375,144.8282
Kealba,3,h,545000,Brad,16/07/2016,3021,2,570,163,-37.7367,144.8246
Kealba,3,h,461000,Brad,19/11/2016,3021,1,534,,-37.7294,144.8216
Kealba,4,h,751000,McDonald,19/11/2016,3021,2,649,305,-37.7382,144.8292
Kealba,4,h,500000,Brad,22/08/2016,3021,1,574,100,-37.7336,144.8226
Kealba,4,h,560000,Brad,24/09/2016,3021,2,612,155,-37.7378,144.8264
Kealba,3,h,320000,Brad,27/06/2016,3021,2,119,,-37.7328,144.8194
Kealba,3,h,450000,Brad,28/05/2016,3021,1,548,,-37.7334,144.8254
Keilor East,3,h,703000,Nelson,3/9/2016,3033,2,683,200,-37.7402,144.8591
Keilor East,3,h,650000,Barry,3/9/2016,3033,1,538,104,-37.7441,144.8503
Keilor East,3,t,770000,Barry,3/12/2016,3033,2,331,201,-37.7325,144.8621
Keilor East,3,t,480000,Nelson,3/12/2016,3033,2,184,,-37.7424,144.8639
Keilor East,3,h,590000,Nelson,3/12/2016,3033,1,610,,-37.7455,144.8484
Keilor East,4,h,900000,Nelson,3/12/2016,3033,2,289,125,-37.7506,144.8689
Keilor East,3,h,935000,Nelson,4/3/2017,3033,1,662,,-37.738,144.869
Keilor East,3,h,700000,Nelson,4/3/2017,3033,2,288,116,-37.7514,144.8731
Keilor East,3,h,675000,McDonald,4/3/2017,3033,2,549,,-37.7496,144.8589
Keilor East,4,h,816000,Barry,4/3/2017,3033,2,540,188,-37.7482,144.877
Keilor East,4,h,845000,Brad,4/6/2016,3033,1,622,126,-37.7425,144.8683
Keilor East,3,h,725000,Nelson,4/6/2016,3033,1,657,,-37.7411,144.8638
Keilor East,3,h,772000,Nelson,7/5/2016,3033,2,672,132,-37.7465,144.876
Keilor East,3,h,650000,Nelson,7/5/2016,3033,2,3977,113,-37.747,144.8663
Keilor East,3,h,757000,Nelson,7/11/2016,3033,2,532,140,-37.7295,144.8644
Keilor East,3,h,690000,Harcourts,8/10/2016,3033,2,568,148,-37.7469,144.8526
Keilor East,3,t,785000,Nelson,8/10/2016,3033,2,610,,-37.7504,144.8645
Keilor East,3,h,583000,Alexkarbon,10/9/2016,3033,1,412,133,-37.7459,144.8643
Keilor East,4,h,920000,Rendina,10/9/2016,3033,2,603,,-37.7323,144.8683
Keilor East,3,h,880000,Nelson,10/12/2016,3033,1,584,123,-37.7435,144.8798
Keilor East,3,u,580000,Rendina,10/12/2016,3033,2,112,138,-37.7434,144.881
Keilor East,4,t,886000,Barry,10/12/2016,3033,3,322,257,-37.7293,144.8659
Keilor East,4,h,970000,Nelson,10/12/2016,3033,2,659,,-37.7467,144.8683
Keilor East,4,h,920000,Brad,10/12/2016,3033,2,745,182,-37.7479,144.8805
Keilor East,3,h,625000,Harcourts,10/12/2016,3033,1,539,,-37.7452,144.8511
Keilor East,3,h,825000,Nelson,10/12/2016,3033,3,318,,-37.7338,144.8662
Keilor East,3,h,695000,Moonee,11/2/2017,3033,1,564,,-37.7445,144.8511
Keilor East,3,h,915000,Nelson,11/3/2017,3033,1,610,,-37.7359,144.868
Keilor East,3,h,976000,Nelson,12/11/2016,3033,3,605,212,-37.7459,144.8788
Keilor East,2,t,520000,Barry,12/11/2016,3033,2,54,,-37.7384,144.8768
Keilor East,4,h,1420000,Barry,12/11/2016,3033,2,613,250,-37.7453,144.8721
Keilor East,3,h,900000,Nelson,12/11/2016,3033,1,713,127,-37.7301,144.8671
Keilor East,2,u,470000,Nelson,13/08/2016,3033,1,218,88,-37.7337,144.8617
Keilor East,5,h,1100000,Brad,14/05/2016,3033,2,781,,-37.7497,144.8746
Keilor East,3,u,470000,Brad,14/05/2016,3033,1,254,,-37.748,144.863
Keilor East,2,h,380000,Nelson,14/05/2016,3033,1,116,,-37.748,144.8696
Keilor East,3,u,560000,Moonee,14/05/2016,3033,1,352,102,-37.7459,144.8673
Keilor East,4,h,1010000,Barry,14/05/2016,3033,2,776,268,-37.7502,144.8745
Keilor East,3,h,740000,Nelson,15/10/2016,3033,1,684,,-37.7426,144.8599
Keilor East,3,h,630000,Nelson,16/04/2016,3033,2,221,,-37.7504,144.8594
Keilor East,4,h,835000,Nelson,16/04/2016,3033,2,708,184,-37.7452,144.8652
Keilor East,3,t,705000,Barry,16/04/2016,3033,2,440,156,-37.7517,144.8776
Keilor East,3,t,680000,Nelson,18/03/2017,3033,2,224,154,-37.749,144.8599
Keilor East,4,h,871000,Nelson,18/06/2016,3033,2,570,,-37.7361,144.8691
Keilor East,5,h,808000,Nelson,18/06/2016,3033,2,561,,-37.748,144.8552
Keilor East,3,h,891000,Nelson,18/06/2016,3033,3,292,,-37.7505,144.8657
Keilor East,3,h,785000,Barry,18/06/2016,3033,1,606,141,-37.7311,144.8663
Keilor East,3,h,695000,Barry,19/11/2016,3033,2,716,154,-37.734,144.8593
Keilor East,4,t,807000,Brad,22/05/2016,3033,2,319,,-37.7393,144.8648
Keilor East,2,u,502000,Nelson,22/05/2016,3033,1,0,85,-37.7346,144.8646
Keilor East,4,h,770000,Nelson,22/05/2016,3033,2,546,174,-37.7428,144.8536
Keilor East,5,h,700000,Nelson,22/05/2016,3033,2,629,,-37.7423,144.869
Keilor East,3,h,570000,HAR,22/05/2016,3033,1,542,120,-37.7408,144.8553
Keilor East,4,h,830000,Moonee,22/08/2016,3033,2,686,198,-37.7394,144.8628
Keilor East,3,h,600000,Bells,22/08/2016,3033,1,565,125,-37.7498,144.8585
Keilor East,3,h,825000,Nelson,23/04/2016,3033,2,630,126,-37.7378,144.8705
Keilor East,4,h,680000,Barry,23/04/2016,3033,2,545,,-37.742,144.8523
Keilor East,3,h,720000,Brad,24/09/2016,3033,1,639,18,-37.7334,144.8638
Keilor East,4,h,735000,Nelson,24/09/2016,3033,2,547,184,-37.7381,144.8554
Keilor East,3,h,875000,Barry,26/07/2016,3033,2,928,130,-37.7362,144.8643
Keilor East,3,h,601200,Nelson,27/06/2016,3033,1,554,147,-37.7303,144.8636
Keilor East,3,h,695000,Barry,27/06/2016,3033,1,0,,-37.7483,144.85
Keilor East,3,h,680000,Nelson,27/06/2016,3033,1,558,105,-37.7305,144.8646
Keilor East,3,t,660000,Barry,27/11/2016,3033,2,265,,-37.7444,144.8763
Keilor East,3,h,650000,Nelson,27/11/2016,3033,2,176,,-37.7432,144.8816
Keilor East,3,h,900000,Nelson,27/11/2016,3033,1,600,,-37.7312,144.8685
Keilor East,3,h,823000,Nelson,27/11/2016,3033,1,538,,-37.7486,144.8778
Keilor East,4,h,847000,Brad,28/05/2016,3033,3,579,,-37.7368,144.8689
Keilor East,3,h,705000,Nelson,28/05/2016,3033,1,616,201,-37.7449,144.8533
Keilor East,3,t,710000,Nelson,28/08/2016,3033,2,320,133,-37.7415,144.8668
Keilor East,4,h,732000,Nelson,28/08/2016,3033,2,544,233,-37.7479,144.8763
Keilor East,3,h,715000,Moonee,30/07/2016,3033,2,598,123,-37.7487,144.8526
Kensington,3,h,785000,Nelson,3/9/2016,3031,1,258,64,-37.7906,144.924
Kensington,3,h,852000,Nelson,3/9/2016,3031,1,166,138,-37.7929,144.9197
Kensington,3,h,1037000,Rendina,3/9/2016,3031,1,188,106,-37.7953,144.9275
Kensington,2,h,775000,Jellis,3/12/2016,3031,1,150,,-37.7963,144.935
Kensington,3,h,1470000,Nelson,4/3/2017,3031,1,199,121,-37.7957,144.932
Kensington,2,u,630000,Nelson,4/3/2017,3031,2,0,,-37.7886,144.9328
Kensington,3,t,845000,Nelson,4/3/2017,3031,2,132,105,-37.7907,144.9247
Kensington,2,u,492500,Pagan,4/6/2016,3031,1,0,81,-37.7974,144.9261
Kensington,2,u,420000,Alexkarbon,4/6/2016,3031,1,0,55,-37.794,144.923
Kensington,2,t,650000,Nelson,4/6/2016,3031,1,79,,-37.7914,144.9344
Kensington,3,h,1050000,Edward,4/6/2016,3031,1,274,,-37.7984,144.929
Kensington,3,h,1291000,Edward,6/8/2016,3031,1,416,,-37.7946,144.924
Kensington,2,u,420000,Nelson,6/8/2016,3031,1,0,80,-37.7899,144.9231
Kensington,3,h,961000,Jellis,7/5/2016,3031,1,235,,-37.7925,144.9323
Kensington,3,h,1271000,Edward,7/5/2016,3031,1,284,113,-37.7938,144.9228
Kensington,3,h,1010000,Edward,7/5/2016,3031,1,234,104,-37.7923,144.9332
Kensington,2,t,750000,Rendina,7/5/2016,3031,1,325,112,-37.7976,144.9213
Kensington,4,h,1675000,Rendina,7/5/2016,3031,2,279,,-37.797,144.9303
Kensington,2,h,905000,Edward,8/10/2016,3031,2,138,126,-37.799,144.9276
Kensington,2,h,960000,Nelson,8/10/2016,3031,1,174,72,-37.7959,144.9343
Kensington,2,h,1031000,Woodards,8/10/2016,3031,1,163,99,-37.7929,144.9287
Kensington,3,t,918000,Nelson,8/10/2016,3031,2,788,,-37.7938,144.9186
Kensington,3,h,870000,Greg,8/10/2016,3031,1,211,95,-37.7891,144.926
Kensington,3,h,1165000,Nelson,10/9/2016,3031,1,239,135,-37.7923,144.9324
Kensington,5,h,1710000,Nelson,10/9/2016,3031,2,566,270,-37.7893,144.933
Kensington,1,u,360000,Dingle,10/12/2016,3031,1,4267,,-37.7966,144.9254
Kensington,3,h,1455000,Jellis,10/12/2016,3031,1,275,120,-37.7954,144.9274
Kensington,1,u,365000,Edward,10/12/2016,3031,1,0,47,-37.7961,144.9261
Kensington,3,u,551000,Woodards,10/12/2016,3031,1,4440,,-37.7898,144.9233
Kensington,2,u,442000,Nelson,10/12/2016,3031,2,3448,71,-37.7976,144.9285
Kensington,2,h,765000,Nardella,10/12/2016,3031,1,158,76,-37.7902,144.9319
Kensington,2,u,515000,Pagan,11/2/2017,3031,1,3957,81,-37.7974,144.9261
Kensington,3,u,570000,Hodges,11/3/2017,3031,1,0,,-37.7897,144.9239
Kensington,1,u,370000,Edward,12/6/2016,3031,1,0,50,-37.7961,144.9261
Kensington,2,h,1005000,Brad,12/11/2016,3031,1,274,,-37.7931,144.9247
Kensington,2,h,1234500,Nelson,13/08/2016,3031,2,169,127,-37.7922,144.9316
Kensington,2,u,666000,Nelson,13/08/2016,3031,1,1111,92,-37.7896,144.9321
Kensington,2,h,825000,Rendina,14/05/2016,3031,1,211,88,-37.7925,144.9264
Kensington,2,t,770000,Rendina,14/05/2016,3031,2,0,,-37.7937,144.9169
Kensington,3,h,1135000,Rendina,15/10/2016,3031,1,0,,-37.7957,144.932
Kensington,4,h,975000,Nelson,15/10/2016,3031,3,0,,-37.7941,144.919
Kensington,2,t,812000,Rendina,16/04/2016,3031,1,132,79,-37.7989,144.9275
Kensington,5,h,1900000,Nelson,16/04/2016,3031,2,566,270,-37.7893,144.933
Kensington,1,u,445000,Jellis,18/03/2017,3031,1,0,67,-37.7913,144.9323
Kensington,2,h,732000,Nelson,18/06/2016,3031,2,94,130,-37.7934,144.9166
Kensington,3,h,1260000,Nelson,19/11/2016,3031,2,250,147,-37.792,144.9324
Kensington,3,h,1000000,Nelson,19/11/2016,3031,2,211,132,-37.7926,144.9197
Kensington,2,h,1155000,Edward,19/11/2016,3031,1,197,101,-37.7918,144.9264
Kensington,2,t,700000,Village,19/11/2016,3031,1,62,,-37.7917,144.9231
Kensington,3,h,813500,Nelson,22/05/2016,3031,1,165,,-37.7907,144.9303
Kensington,2,u,526000,Nelson,22/08/2016,3031,0,0,,-37.7919,144.9253
Kensington,3,t,790000,Edward,22/08/2016,3031,2,1181,136,-37.7982,144.9202
Kensington,4,h,1365000,Edward,22/08/2016,3031,2,242,,-37.7913,144.9275
Kensington,2,t,700000,Nelson,22/08/2016,3031,2,324,97,-37.7903,144.9345
Kensington,1,u,370000,Nelson,22/08/2016,3031,1,0,,-37.7896,144.9321
Kensington,3,h,1230000,Nelson,22/08/2016,3031,1,312,109,-37.793,144.934
Kensington,2,u,460000,Rendina,23/04/2016,3031,1,0,84,-37.7948,144.9314
Kensington,2,u,395000,Nelson,23/04/2016,3031,1,0,80,-37.7899,144.9231
Kensington,5,h,1001000,Rendina,24/09/2016,3031,1,301,,-37.7896,144.9307
Kensington,2,h,850000,Nelson,24/09/2016,3031,1,169,90,-37.7925,144.9315
Kensington,3,h,1335000,Rendina,25/02/2017,3031,1,459,,-37.7917,144.9251
Kensington,2,h,868000,Nelson,25/02/2017,3031,1,97,103,-37.7921,144.9234
Kensington,2,h,960000,Brad,26/07/2016,3031,1,179,,-37.7963,144.9327
Kensington,2,t,773000,Rendina,26/07/2016,3031,1,0,90,-37.7937,144.9295
Kensington,2,u,631090,Alexkarbon,27/06/2016,3031,2,2136,94,-37.7956,144.935
Kensington,2,u,410000,Rendina,27/06/2016,3031,1,0,86,-37.7897,144.9228
Kensington,2,u,425000,Rendina,27/11/2016,3031,1,0,59,-37.7966,144.9254
Kensington,2,h,1211000,Nelson,27/11/2016,3031,1,183,,-37.7959,144.9342
Kensington,2,u,506000,Sweeney,27/11/2016,3031,1,0,,-37.7952,144.9262
Kensington,2,h,806000,Alexkarbon,28/05/2016,3031,1,173,,-37.7959,144.9341
Kensington,3,h,829000,Nelson,28/05/2016,3031,2,84,,-37.7935,144.9187
Kensington,2,h,786000,Biggin,28/08/2016,3031,1,149,,-37.7908,144.9309
Kensington,2,u,458000,Rendina,30/07/2016,3031,1,0,,-37.7966,144.9254
Kew,3,h,1635000,Jellis,3/9/2016,3101,1,396,,-37.8102,145.0451
Kew,2,h,4800000,Jellis,3/9/2016,3101,2,697,,-37.812,145.0547
Kew,2,u,562500,Reach,3/12/2016,3101,2,0,,-37.8099,145.0606
Kew,2,u,520000,Jellis,3/12/2016,3101,1,0,12,-37.804,145.0347
Kew,5,h,4350000,Marshall,3/12/2016,3101,3,853,,-37.8151,145.0555
Kew,3,h,1528500,Fletchers,4/3/2017,3101,1,375,,-37.8015,145.0505
Kew,2,u,630000,Marshall,4/3/2017,3101,1,91,,-37.8003,145.0375
Kew,4,h,1690000,RT,4/3/2017,3101,3,358,,-37.8034,145.0283
Kew,2,u,610000,Nelson,4/3/2017,3101,1,745,72,-37.8024,145.0346
Kew,3,h,1490000,Nelson,4/3/2017,3101,2,597,,-37.8093,145.0299
Kew,2,u,588000,Jellis,4/6/2016,3101,1,0,,-37.8034,145.0369
Kew,3,u,882000,Marshall,4/6/2016,3101,2,0,141,-37.8064,145.0182
Kew,2,u,831000,Noel,6/8/2016,3101,1,0,,-37.8117,145.0222
Kew,4,h,2130000,Jellis,6/8/2016,3101,2,649,,-37.802,145.036
Kew,2,u,650000,Fletchers,6/8/2016,3101,1,0,,-37.8083,145.0382
Kew,2,u,599000,Christopher,6/8/2016,3101,1,0,,-37.8046,145.0375
Kew,2,u,820000,Marshall,6/8/2016,3101,1,0,,-37.8066,145.0211
Kew,4,h,2200000,Marshall,7/5/2016,3101,1,735,,-37.8028,145.0534
Kew,4,h,3550000,Jellis,7/11/2016,3101,3,992,374,-37.8046,145.0603
Kew,2,h,1326000,Nelson,7/11/2016,3101,1,405,80,-37.8012,145.0361
Kew,2,u,610000,hockingstuart,7/11/2016,3101,1,0,,-37.8092,145.0366
Kew,4,h,1950000,Kay,8/10/2016,3101,2,400,251,-37.8147,145.0438
Kew,3,h,1875000,Noel,10/9/2016,3101,2,426,,-37.8012,145.0514
Kew,5,h,2850000,RT,10/9/2016,3101,2,815,,-37.8118,145.035
Kew,4,h,2550000,Jellis,10/9/2016,3101,2,603,220,-37.8095,145.0391
Kew,3,h,1878000,Jellis,10/9/2016,3101,2,392,426,-37.8081,145.0263
Kew,4,h,1910000,Bekdon,10/12/2016,3101,3,277,199,-37.8007,145.0374
Kew,3,h,1410000,Jellis,10/12/2016,3101,1,304,127,-37.8023,145.0404
Kew,2,u,515000,hockingstuart,10/12/2016,3101,1,743,,-37.8017,145.0445
Kew,3,h,2310000,Walsh,10/12/2016,3101,1,782,175,-37.8107,145.0219
Kew,2,h,890000,Jellis,10/12/2016,3101,1,0,,-37.8128,145.0588
Kew,3,h,1668000,Caine,11/2/2017,3101,2,289,,-37.8048,145.0303
Kew,4,h,2315000,Marshall,11/3/2017,3101,2,364,183,-37.8125,145.043
Kew,3,t,800000,LITTLE,12/11/2016,3101,2,848,97,-37.796,145.0324
Kew,2,h,1950000,Marshall,12/11/2016,3101,1,596,,-37.8146,145.0419
Kew,5,h,4850000,Caine,12/11/2016,3101,4,957,400,-37.8112,145.057
Kew,3,h,2770000,Marshall,13/08/2016,3101,3,1197,,-37.8168,145.056
Kew,6,h,6500000,Jellis,13/08/2016,3101,6,1334,365,-37.8029,145.0267
Kew,2,u,580000,Nelson,13/08/2016,3101,1,0,90,-37.8071,145.0243
Kew,2,u,525000,Fletchers,14/05/2016,3101,1,0,,-37.8054,145.0373
Kew,3,h,1905000,Abercromby's,14/05/2016,3101,2,591,190,-37.812,145.0268
Kew,2,u,478000,Fletchers,14/05/2016,3101,1,0,51,-37.7997,145.0304
Kew,2,u,672000,RT,15/10/2016,3101,1,0,77,-37.8108,145.0545
Kew,4,h,2286000,Jellis,15/10/2016,3101,3,712,237,-37.8034,145.0527
Kew,3,h,1575000,Marshall,15/10/2016,3101,2,397,80,-37.8013,145.0335
Kew,2,u,590000,Jellis,15/10/2016,3101,1,0,80,-37.805,145.0294
Kew,2,u,765000,Marshall,15/10/2016,3101,1,0,,-37.8066,145.0211
Kew,2,h,1507000,Jellis,15/10/2016,3101,1,667,,-37.8007,145.0327
Kew,3,h,972500,Jellis,16/04/2016,3101,2,0,,-37.7925,145.0389
